ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
2193,The clerk booked the tourists for the room.,Did the clerk book the room for the tourists?,No,na,Experimental,one,BenefactiveFor,implausible,No
2194,The chef boiled the cat for the water.,Did the chef boil the water for the cat?,No,na,Experimental,one,BenefactiveFor,implausible,No
2195,The architect built the family for the treehouse.,Did the architect build the treehouse for the family?,No,na,Experimental,one,BenefactiveFor,implausible,No
2196,The uncle bought the nephew for the toy.,Did the uncle buy the toy for the nephew?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2197,The artist carved the kids for the sculpture.,Did the artist carve the sculpture for the kids?,No,na,Experimental,one,BenefactiveFor,implausible,No
2198,The cashier cashed the customer for the check.,Did the cashier cash the check for the customer?,No,na,Experimental,one,BenefactiveFor,implausible,No
2199,The boy caught the dog for the ball.,Did the boy catch the ball for the dog?,No,na,Experimental,one,BenefactiveFor,implausible,No
2200,The team chartered the travelers for the bus.,Did the team charter the bus for the travelers?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2201,The maid cleaned the siblings for the rooms.,Did the maid clean the rooms for the siblings?,No,na,Experimental,one,BenefactiveFor,implausible,No
2202,The researcher compiled the team for the report.,Did the researcher compile the report for the team?,No,na,Experimental,one,BenefactiveFor,implausible,No
2203,The chef cooked the family for the dinner.,Did the chef cook the dinner for the family?,No,na,Experimental,one,BenefactiveFor,implausible,No
2204,The tailor cut the friend for the fabric.,Did the tailor cut the fabric for the friend?,No,na,Experimental,one,BenefactiveFor,implausible,No
2205,The designer designed the brother for the website.,Did the designer design the website for the brother?,No,na,Experimental,one,BenefactiveFor,implausible,No
2206,The engineers developed the company for the software.,Did the engineers develop the software for the company?,No,na,Experimental,one,BenefactiveFor,implausible,No
2207,The employee earned the colleague for the bonus.,Did the employee earn the bonus for the colleague?,No,na,Experimental,one,BenefactiveFor,implausible,No
2208,The owner got the cat for the toy.,Did the owner get the toy for the cat?,No,na,Experimental,one,BenefactiveFor,implausible,No
2209,The master grilled the friends for the vegetables.,Did the master grill the vegetables for the friends?,No,na,Experimental,one,BenefactiveFor,implausible,No
2210,The gardeners grew the community for the garden.,Did the gardeners grow the garden for the community?,No,na,Experimental,one,BenefactiveFor,implausible,No
2211,The boy knitted the patient for the robe.,Did the boy knit the robe for the patient?,No,na,Experimental,one,BenefactiveFor,implausible,No
2212,The owner kept the dog for the bone.,Did the owner keep the bone for the dog?,No,na,Experimental,one,BenefactiveFor,implausible,No
2213,The chef made the children for the cake.,Did the chef make the cake for the children?,No,na,Experimental,one,BenefactiveFor,implausible,No
2214,The customer ordered the waiter for the meal.,Did the customer order the meal for the waiter?,No,na,Experimental,one,BenefactiveFor,implausible,No
2215,The painter painted the niece for the portrait.,Did the painter paint the portrait for the niece?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2216,The florist picked the friend for the flowers.,Did the florist pick the flowers for the friend?,No,na,Experimental,one,BenefactiveFor,implausible,No
2217,The chef prepared the guests for the feast.,Did the chef prepare the feast for the guests?,No,na,Experimental,one,BenefactiveFor,implausible,No
2218,The landlord rented the cousin for the apartment.,Did the landlord rent the apartment for the cousin?,No,na,Experimental,one,BenefactiveFor,implausible,No
2219,The theatergoer reserved the parents for the seats.,Did the theatergoer reserve the seats for the parents?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2220,The dad rolled the children for the ball.,Did the dad roll the ball for the children?,No,na,Experimental,one,BenefactiveFor,implausible,No
2221,The conservationist saved the squirrel for the nuts.,Did the conservationist save the nuts for the squirrel?,No,na,Experimental,one,BenefactiveFor,implausible,No
2222,The owner secured the dog for the leash.,Did the owner secure the leash for the dog?,No,na,Experimental,one,BenefactiveFor,implausible,No
2223,The host set the guests for the table.,Did the host set the table for the guests?,No,na,Experimental,one,BenefactiveFor,implausible,No
2224,The therapist shaped the patient for the session.,Did the therapist shape the session for the patient?,No,na,Experimental,one,BenefactiveFor,implausible,No
2225,The illusionist stole the thief for the moment.,Did the illusionist steal the moment for the thief?,No,na,Experimental,one,BenefactiveFor,implausible,No
2226,The guest washed the host for the dishes.,Did the guest wash the dishes for the host?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2227,The author wrote the friend for the book.,Did the author write the book for the friend?,No,na,Experimental,one,BenefactiveFor,implausible,No
2228,The chef boiled the guests for the pasta.,Did the chef boil the pasta for the guests?,No,na,Experimental,one,BenefactiveFor,implausible,No
2229,The architect built the couple for the house.,Did the architect build the house for the couple?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2230,The man cashed the friend for the check.,Did the man cash the check for the friend?,No,na,Experimental,one,BenefactiveFor,implausible,No
2231,The agent chartered the tourists for the yacht.,Did the agent charter the yacht for the tourists?,No,na,Experimental,one,BenefactiveFor,implausible,No
2232,The cleaner cleaned the parents for the house.,Did the cleaner clean the house for the parents?,No,na,Experimental,one,BenefactiveFor,implausible,No
2233,The researcher compiled the team for the report.,Did the researcher compile the report for the team?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2234,The chef cooked the family for the meal.,Did the chef cook the meal for the family?,No,na,Experimental,one,BenefactiveFor,implausible,No
2235,The team cut the kids for the fruit.,Did the team cut the fruit for the kids?,No,na,Experimental,one,BenefactiveFor,implausible,No
2236,The mechanic fixed the neighbor for the car.,Did the mechanic fix the car for the neighbor?,No,na,Experimental,one,BenefactiveFor,implausible,No
2237,The man found the sister for the book.,Did the man find the book for the sister?,No,na,Experimental,one,BenefactiveFor,implausible,No
2238,The girl got the cat for the toy.,Did the girl get the toy for the cat?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2239,The collector kept the nephew for the coin.,Did the collector keep the coin for the nephew?,No,na,Experimental,one,BenefactiveFor,implausible,Yes
2240,The decorator set the clients for the table.,Did the decorator set the table for the clients?,No,na,Experimental,one,BenefactiveFor,implausible,No
2241,The artist admired the masterpiece.,Did the masterpiece admire the artist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2242,The child adored the toy.,Did the toy adore the child?,No,na,Experimental,one,ExperienerSubject,plausible,No
2243,The connoisseur appreciated the wine.,Did the wine appreciate the connoisseur?,No,na,Experimental,one,ExperienerSubject,plausible,No
2244,The collector coveted the artifact.,Did the artifact covet the collector?,No,na,Experimental,one,ExperienerSubject,plausible,No
2245,The baker craved the dough.,Did the dough crave the baker?,No,na,Experimental,one,ExperienerSubject,plausible,No
2246,The family cherished the clock.,Did the clock cherish the family?,No,na,Experimental,one,ExperienerSubject,plausible,No
2247,The traveler enjoyed the scenery.,Did the scenery enjoy the traveler?,No,na,Experimental,one,ExperienerSubject,plausible,No
2248,The critic exalted the symphony.,Did the symphony exalt the critic?,No,na,Experimental,one,ExperienerSubject,plausible,No
2249,The enthusiast desired the gadget.,Did the gadget desire the enthusiast?,No,na,Experimental,one,ExperienerSubject,plausible,No
2250,The designer favored the style.,Did the style favor the designer?,No,na,Experimental,one,ExperienerSubject,plausible,No
2251,The musician liked the guitar.,Did the guitar like the musician?,No,na,Experimental,one,ExperienerSubject,plausible,No
2252,The couple loved the fireplace.,Did the fireplace love the couple?,No,na,Experimental,one,ExperienerSubject,plausible,No
2253,The traveler missed the view.,Did the view miss the traveler?,No,na,Experimental,one,ExperienerSubject,plausible,No
2254,The chef needed the tool.,Did the tool need the chef?,No,na,Experimental,one,ExperienerSubject,plausible,No
2255,The foodie relished the curry.,Did the curry relish the foodie?,No,na,Experimental,one,ExperienerSubject,plausible,No
2256,The gourmet savored the wine.,Did the wine savor the gourmet?,No,na,Experimental,one,ExperienerSubject,plausible,No
2257,The teacher tolerated the classroom.,Did the classroom tolerate the teacher?,No,na,Experimental,one,ExperienerSubject,plausible,No
2258,The family treasured the photograph.,Did the photograph treasure the family?,No,na,Experimental,one,ExperienerSubject,plausible,No
2259,The investor trusted the data.,Did the data trust the investor?,No,na,Experimental,one,ExperienerSubject,plausible,No
2260,The collector valued the coin.,Did the coin value the collector?,No,na,Experimental,one,ExperienerSubject,plausible,Yes
2261,The archaeologist venerated the  artifact.,Did the artifact venerate the archaeologist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2262,The collector wanted the painting.,Did the painting want the collector?,No,na,Experimental,one,ExperienerSubject,plausible,No
2263,The devotee worshiped the site.,Did the site worship the devotee?,No,na,Experimental,one,ExperienerSubject,plausible,No
2264,The environmentalist abhorred the river.,Did the river abhor the environmentalist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2265,The activist deplored the land.,Did the land deplore the activist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2266,The chef despised the food.,Did the food despise the chef?,No,na,Experimental,one,ExperienerSubject,plausible,No
2267,The fashionista disdained the trend.,Did the trend disdain the fashionista?,No,na,Experimental,one,ExperienerSubject,plausible,No
2268,The critic disliked the composition.,Did the composition dislike the critic?,No,na,Experimental,one,ExperienerSubject,plausible,No
2269,The scientist distrusted the method.,Did the method distrust the scientist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2270,The explorer dreaded the terrain.,Did the terrain dread the explorer?,No,na,Experimental,one,ExperienerSubject,plausible,No
2271,The musician envied the instrument.,Did the instrument envy the musician?,No,na,Experimental,one,ExperienerSubject,plausible,No
2272,The preacher execrated the situation.,Did the situation execrate the preacher?,No,na,Experimental,one,ExperienerSubject,plausible,No
2273,The child feared the storm.,Did the storm fear the child?,No,na,Experimental,one,ExperienerSubject,plausible,No
2274,The critic hated the article.,Did the article hate the critic?,No,na,Experimental,one,ExperienerSubject,plausible,No
2275,The community lamented the decision.,Did the decision lament the community?,No,na,Experimental,one,ExperienerSubject,plausible,No
2276,The chef loathed the recipe.,Did the recipe loathe the chef?,No,na,Experimental,one,ExperienerSubject,plausible,No
2277,The town mourned the event.,Did the event mourn the town?,No,na,Experimental,one,ExperienerSubject,plausible,No
2278,The philanthropist pitied the condition.,Did the condition pity the philanthropist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2279,The speaker regretted the incident.,Did the incident regret the speaker?,No,na,Experimental,one,ExperienerSubject,plausible,No
2280,The employee resented the task.,Did the task resent the employee?,No,na,Experimental,one,ExperienerSubject,plausible,No
2281,The student admired the sculpture.,Did the sculpture admire the student?,No,na,Experimental,one,ExperienerSubject,plausible,No
2282,The kid adored the doll.,Did the doll adore the kid?,No,na,Experimental,one,ExperienerSubject,plausible,No
2283,The musician appreciated the instrument.,Did the instrument appreciate the musician?,No,na,Experimental,one,ExperienerSubject,plausible,No
2284,The student coveted the painting.,Did the painting covet the student?,No,na,Experimental,one,ExperienerSubject,plausible,No
2285,The chef craved the flavor.,Did the flavor crave the chef?,No,na,Experimental,one,ExperienerSubject,plausible,No
2286,The grandmother cherished the photograph.,Did the photograph cherish the grandmother?,No,na,Experimental,one,ExperienerSubject,plausible,No
2287,The reader enjoyed the book.,Did the book enjoy the reader?,No,na,Experimental,one,ExperienerSubject,plausible,No
2288,The preacher exalted the scripture.,Did the scripture exalt the preacher?,No,na,Experimental,one,ExperienerSubject,plausible,No
2289,The traveler desired the journey.,Did the journey desire the traveler?,No,na,Experimental,one,ExperienerSubject,plausible,No
2290,The teacher favored the lesson.,Did the lesson favor the teacher?,No,na,Experimental,one,ExperienerSubject,plausible,No
2291,The gardener liked the landscape.,Did the landscape like the gardener?,No,na,Experimental,one,ExperienerSubject,plausible,No
2292,The astronomer loved the telescope.,Did the telescope love the astronomer?,No,na,Experimental,one,ExperienerSubject,plausible,No
2293,The sailor missed the sea.,Did the sea miss the sailor?,No,na,Experimental,one,ExperienerSubject,plausible,No
2294,The farmer needed the rain.,Did the rain need the farmer?,No,na,Experimental,one,ExperienerSubject,plausible,No
2295,The actor relished the applause.,Did the applause relish the actor?,No,na,Experimental,one,ExperienerSubject,plausible,No
2296,The connoisseur savored the coffee.,Did the coffee savor the connoisseur?,No,na,Experimental,one,ExperienerSubject,plausible,No
2297,The nurse tolerated the noise.,Did the noise tolerate the nurse?,No,na,Experimental,one,ExperienerSubject,plausible,No
2298,The historian treasured the artifact.,Did the artifact treasure the historian?,No,na,Experimental,one,ExperienerSubject,plausible,No
2299,The scientist trusted the information.,Did the information trust the scientist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2300,The philosopher valued the debate.,Did the debate value the philosopher?,No,na,Experimental,one,ExperienerSubject,plausible,No
2301,The pilgrim venerated the shrine.,Did the shrine venerate the pilgrim?,No,na,Experimental,one,ExperienerSubject,plausible,No
2302,The explorer wanted the adventure.,Did the adventure want the explorer?,No,na,Experimental,one,ExperienerSubject,plausible,No
2303,The believer worshiped the icon.,Did the icon worship the believer?,No,na,Experimental,one,ExperienerSubject,plausible,No
2304,The activist abhorred the injustice.,Did the injustice abhor the activist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2305,The journalist deplored the censorship.,Did the censorship deplore the journalist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2306,The environmentalist despised the pollution.,Did the pollution despise the environmentalist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2307,The critic disdained the film.,Did the film disdain the critic?,No,na,Experimental,one,ExperienerSubject,plausible,No
2308,The tourist disliked the site.,Did the site dislike the tourist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2309,The investor distrusted the promise.,Did the promise distrust the investor?,No,na,Experimental,one,ExperienerSubject,plausible,Yes
2310,The student dreaded the exam.,Did the exam dread the student?,No,na,Experimental,one,ExperienerSubject,plausible,Yes
2311,The competitor envied the trophy.,Did the trophy envy the competitor?,No,na,Experimental,one,ExperienerSubject,plausible,No
2312,The judge execrated the crime.,Did the crime execrate the judge?,No,na,Experimental,one,ExperienerSubject,plausible,No
2313,The boy feared the dark.,Did the dark fear the boy?,No,na,Experimental,one,ExperienerSubject,plausible,No
2314,The activist hated the pollution.,Did the pollution hate the activist?,No,na,Experimental,one,ExperienerSubject,plausible,No
2315,The poet lamented the loss.,Did the loss lament the poet?,No,na,Experimental,one,ExperienerSubject,plausible,No
2316,The chef loathed the waste.,Did the waste loathe the chef?,No,na,Experimental,one,ExperienerSubject,plausible,No
2317,The community mourned the disaster.,Did the disaster mourn the community?,No,na,Experimental,one,ExperienerSubject,plausible,No
2318,The doctor pitied the disease.,Did the disease pity the doctor?,No,na,Experimental,one,ExperienerSubject,plausible,No
2319,The author regretted the error.,Did the error regret the author?,No,na,Experimental,one,ExperienerSubject,plausible,No
2320,The employee resented the workload.,Did the workload resent the employee?,No,na,Experimental,one,ExperienerSubject,plausible,No
2321,The masterpiece admired the artist.,Did the artist admire the masterpiece?,No,na,Experimental,one,ExperienerSubject,implausible,No
2322,The toy adored the child.,Did the child adore the toy?,No,na,Experimental,one,ExperienerSubject,implausible,Yes
2323,The wine appreciated the connoisseur.,Did the connoisseur appreciate the wine?,No,na,Experimental,one,ExperienerSubject,implausible,No
2324,The artifact coveted the collector.,Did the collector covet the artifact?,No,na,Experimental,one,ExperienerSubject,implausible,No
2325,The dough craved the baker.,Did the baker crave the dough?,No,na,Experimental,one,ExperienerSubject,implausible,No
2326,The clock cherished the family.,Did the family cherish the clock?,No,na,Experimental,one,ExperienerSubject,implausible,No
2327,The scenery enjoyed the traveler.,Did the traveler enjoy the scenery?,No,na,Experimental,one,ExperienerSubject,implausible,No
2328,The symphony exalted the critic.,Did the critic exalt the symphony?,No,na,Experimental,one,ExperienerSubject,implausible,Yes
2329,The gadget desired the enthusiast.,Did the enthusiast desire the gadget?,No,na,Experimental,one,ExperienerSubject,implausible,No
2330,The style favored the designer.,Did the designer favor the style?,No,na,Experimental,one,ExperienerSubject,implausible,No
2331,The guitar liked the musician.,Did the musician like the guitar?,No,na,Experimental,one,ExperienerSubject,implausible,No
2332,The fireplace loved the couple.,Did the couple love the fireplace?,No,na,Experimental,one,ExperienerSubject,implausible,No
2333,The view missed the traveler.,Did the traveler miss the view?,No,na,Experimental,one,ExperienerSubject,implausible,No
2334,The tool needed the chef.,Did the chef need the tool?,No,na,Experimental,one,ExperienerSubject,implausible,No
2335,The curry relished the foodie.,Did the foodie relish the curry?,No,na,Experimental,one,ExperienerSubject,implausible,No
2336,The wine savored the gourmet.,Did the gourmet savor the wine?,No,na,Experimental,one,ExperienerSubject,implausible,No
2337,The classroom tolerated the teacher.,Did the teacher tolerate the classroom?,No,na,Experimental,one,ExperienerSubject,implausible,No
2338,The photograph treasured the family.,Did the family treasure the photograph?,No,na,Experimental,one,ExperienerSubject,implausible,Yes
2339,The data trusted the investor.,Did the investor trust the data?,No,na,Experimental,one,ExperienerSubject,implausible,No
2340,The coin valued the collector.,Did the collector value the coin?,No,na,Experimental,one,ExperienerSubject,implausible,No
2341,The artifact venerated the archaeologist.,Did the archaeologist venerate the artifact?,No,na,Experimental,one,ExperienerSubject,implausible,No
2342,The painting wanted the collector.,Did the collector want the painting?,No,na,Experimental,one,ExperienerSubject,implausible,No
2343,The site worshiped the devotee.,Did the devotee worship the site?,No,na,Experimental,one,ExperienerSubject,implausible,No
2344,The river abhorred the environmentalist.,Did the environmentalist abhor the river?,No,na,Experimental,one,ExperienerSubject,implausible,No
2345,The land deplored the activist.,Did the activist deplore the land?,No,na,Experimental,one,ExperienerSubject,implausible,No
2346,The food despised the chef.,Did the chef despise the food?,No,na,Experimental,one,ExperienerSubject,implausible,No
2347,The trend disdained the fashionista.,Did the fashionista disdain the trend?,No,na,Experimental,one,ExperienerSubject,implausible,No
2348,The composition disliked the critic.,Did the critic dislike the composition?,No,na,Experimental,one,ExperienerSubject,implausible,No
2349,The method distrusted the scientist.,Did the scientist distrust the method?,No,na,Experimental,one,ExperienerSubject,implausible,No
2350,The terrain dreaded the explorer.,Did the explorer dread the terrain?,No,na,Experimental,one,ExperienerSubject,implausible,No
2351,The instrument envied the musician.,Did the musician envy the instrument?,No,na,Experimental,one,ExperienerSubject,implausible,No
2352,The situation execrated the preacher.,Did the preacher execrate the situation?,No,na,Experimental,one,ExperienerSubject,implausible,No
2353,The storm feared the child.,Did the child fear the storm?,No,na,Experimental,one,ExperienerSubject,implausible,No
2354,The article hated the critic.,Did the critic hate the article?,No,na,Experimental,one,ExperienerSubject,implausible,No
2355,The decision lamented the community.,Did the community lament the decision?,No,na,Experimental,one,ExperienerSubject,implausible,Yes
2356,The recipe loathed the chef.,Did the chef loathe the recipe?,No,na,Experimental,one,ExperienerSubject,implausible,No
2357,The event mourned the town.,Did the town mourn the event?,No,na,Experimental,one,ExperienerSubject,implausible,No
2358,The condition pitied the philanthropist.,Did the philanthropist pity the condition?,No,na,Experimental,one,ExperienerSubject,implausible,Yes
2359,The incident regretted the speaker.,Did the speaker regret the incident?,No,na,Experimental,one,ExperienerSubject,implausible,No
2360,The task resented the employee.,Did the employee resent the task?,No,na,Experimental,one,ExperienerSubject,implausible,No
2361,The sculpture admired the student.,Did the student admire the sculpture?,No,na,Experimental,one,ExperienerSubject,implausible,No
2362,The doll adored the kid.,Did the kid adore the doll?,No,na,Experimental,one,ExperienerSubject,implausible,No
2363,The instrument appreciated the musician.,Did the musician appreciate the instrument?,No,na,Experimental,one,ExperienerSubject,implausible,No
2364,The painting coveted the student.,Did the student covet the painting?,No,na,Experimental,one,ExperienerSubject,implausible,No
2365,The flavor craved the chef.,Did the chef crave the flavor?,No,na,Experimental,one,ExperienerSubject,implausible,No
2366,The photograph cherished the grandmother.,Did the grandmother cherish the photograph?,No,na,Experimental,one,ExperienerSubject,implausible,No
2367,The book enjoyed the reader.,Did the reader enjoy the book?,No,na,Experimental,one,ExperienerSubject,implausible,No
2368,The scripture exalted the preacher.,Did the preacher exalt the scripture?,No,na,Experimental,one,ExperienerSubject,implausible,No
2369,The journey desired the traveler.,Did the traveler desire the journey?,No,na,Experimental,one,ExperienerSubject,implausible,No
2370,The lesson favored the teacher.,Did the teacher favor the lesson?,No,na,Experimental,one,ExperienerSubject,implausible,No
2371,The landscape liked the gardener.,Did the gardener like the landscape?,No,na,Experimental,one,ExperienerSubject,implausible,No
2372,The telescope loved the astronomer.,Did the astronomer love the telescope?,No,na,Experimental,one,ExperienerSubject,implausible,No
2373,The sea missed the sailor.,Did the sailor miss the sea?,No,na,Experimental,one,ExperienerSubject,implausible,No
2374,The rain needed the farmer.,Did the farmer need the rain?,No,na,Experimental,one,ExperienerSubject,implausible,No
2375,The applause relished the actor.,Did the actor relish the applause?,No,na,Experimental,one,ExperienerSubject,implausible,No
2376,The coffee savored the connoisseur.,Did the connoisseur savor the coffee?,No,na,Experimental,one,ExperienerSubject,implausible,No
2377,The noise tolerated the nurse.,Did the nurse tolerate the noise?,No,na,Experimental,one,ExperienerSubject,implausible,No
2378,The artifact treasured the historian.,Did the historian treasure the artifact?,No,na,Experimental,one,ExperienerSubject,implausible,No
2379,The information trusted the scientist.,Did the scientist trust the information?,No,na,Experimental,one,ExperienerSubject,implausible,No
2380,The debate valued the philosopher.,Did the philosopher value the debate?,No,na,Experimental,one,ExperienerSubject,implausible,No
2381,The shrine venerated the pilgrim.,Did the pilgrim venerate the shrine?,No,na,Experimental,one,ExperienerSubject,implausible,No
2382,The adventure wanted the explorer.,Did the explorer want the adventure?,No,na,Experimental,one,ExperienerSubject,implausible,No
2383,The icon worshiped the believer.,Did the believer worship the icon?,No,na,Experimental,one,ExperienerSubject,implausible,No
2384,The injustice abhorred the activist.,Did the activist abhor the injustice?,No,na,Experimental,one,ExperienerSubject,implausible,No
2385,The censorship deplored the journalist.,Did the journalist deplore the censorship?,No,na,Experimental,one,ExperienerSubject,implausible,No
2386,The pollution despised the environmentalist.,Did the environmentalist despise the pollution?,No,na,Experimental,one,ExperienerSubject,implausible,No
2387,The film disdained the critic.,Did the critic disdain the film?,No,na,Experimental,one,ExperienerSubject,implausible,No
2388,The site disliked the tourist.,Did the tourist dislike the site?,No,na,Experimental,one,ExperienerSubject,implausible,No
2389,The promise distrusted the investor.,Did the investor distrust the promise?,No,na,Experimental,one,ExperienerSubject,implausible,No
2390,The exam dreaded the student.,Did the student dread the exam?,No,na,Experimental,one,ExperienerSubject,implausible,No
2391,The trophy envied the competitor.,Did the competitor envy the trophy?,No,na,Experimental,one,ExperienerSubject,implausible,No
2392,The crime execrated the judge.,Did the judge execrate the crime?,No,na,Experimental,one,ExperienerSubject,implausible,No
2393,The dark feared the boy.,Did the boy fear the dark?,No,na,Experimental,one,ExperienerSubject,implausible,No
2394,The pollution hated the activist.,Did the activist hate the pollution?,No,na,Experimental,one,ExperienerSubject,implausible,No
2395,The loss lamented the poet.,Did the poet lament the loss?,No,na,Experimental,one,ExperienerSubject,implausible,No
2396,The waste loathed the chef.,Did the chef loathe the waste?,No,na,Experimental,one,ExperienerSubject,implausible,No
2397,The disaster mourned the community.,Did the community mourn the disaster?,No,na,Experimental,one,ExperienerSubject,implausible,No
2398,The disease pitied the doctor.,Did the doctor pity the disease?,No,na,Experimental,one,ExperienerSubject,implausible,No
2399,The error regretted the author.,Did the author regret the error?,No,na,Experimental,one,ExperienerSubject,implausible,No
2400,The workload resented the employee.,Did the employee resent the workload?,No,na,Experimental,one,ExperienerSubject,implausible,No
2401,The decision agonized the committee.,Did the committee agonize the decision?,No,na,Experimental,one,ExperienerObject,plausible,No
2402,The trick amazed the audience.,Did the audience amaze the trick?,No,na,Experimental,one,ExperienerObject,plausible,Yes
2403,The cartoon amused the children.,Did the children amuse the cartoon?,No,na,Experimental,one,ExperienerObject,plausible,No
2404,The delay angered the travelers.,Did the travelers anger the delay?,No,na,Experimental,one,ExperienerObject,plausible,No
2405,The noise annoyed the librarian.,Did the librarian annoy the noise?,No,na,Experimental,one,ExperienerObject,plausible,No
2406,The speech aroused the activists.,Did the activists arouse the speech?,No,na,Experimental,one,ExperienerObject,plausible,No
2407,The revelation astonished the scientist.,Did the scientist astonish the revelation?,No,na,Experimental,one,ExperienerObject,plausible,No
2408,The lecture bored the students.,Did the students bore the lecture?,No,na,Experimental,one,ExperienerObject,plausible,Yes
2409,The error bothered the engineer.,Did the engineer bother the error?,No,na,Experimental,one,ExperienerObject,plausible,No
2410,The music calmed the patient.,Did the patient calm the music?,No,na,Experimental,one,ExperienerObject,plausible,No
2411,The performance captivated the crowd.,Did the crowd captivate the performance?,No,na,Experimental,one,ExperienerObject,plausible,No
2412,The melody comforted the baby.,Did the baby comfort the melody?,No,na,Experimental,one,ExperienerObject,plausible,No
2413,The riddle confused the detective.,Did the detective confuse the riddle?,No,na,Experimental,one,ExperienerObject,plausible,No
2414,The evidence convinced the jury.,Did the jury convince the evidence?,No,na,Experimental,one,ExperienerObject,plausible,No
2415,The news depressed the investor.,Did the investor depress the news?,No,na,Experimental,one,ExperienerObject,plausible,No
2416,The verdict devastated the defendant.,Did the defendant devastate the verdict?,No,na,Experimental,one,ExperienerObject,plausible,No
2417,The outcome disappointed the supporters.,Did the supporters disappoint the outcome?,No,na,Experimental,one,ExperienerObject,plausible,No
2418,The criticism discouraged the artist.,Did the artist discourage the criticism?,No,na,Experimental,one,ExperienerObject,plausible,No
2419,The scene disgusted the viewer.,Did the viewer disgust the scene?,No,na,Experimental,one,ExperienerObject,plausible,No
2420,The alarm disturbed the sleeper.,Did the sleeper disturb the alarm?,No,na,Experimental,one,ExperienerObject,plausible,No
2421,The decision displeased the client.,Did the client displease the decision?,No,na,Experimental,one,ExperienerObject,plausible,No
2422,The mistake embarrassed the presenter.,Did the presenter embarrass the mistake?,No,na,Experimental,one,ExperienerObject,plausible,No
2423,The results encouraged the researcher.,Did the researcher encourage the results?,No,na,Experimental,one,ExperienerObject,plausible,No
2424,The documentary enlightened the viewers.,Did the viewers enlighten the documentary?,No,na,Experimental,one,ExperienerObject,plausible,No
2425,The announcement excited the fans.,Did the fans excite the announcement?,No,na,Experimental,one,ExperienerObject,plausible,No
2426,The thunder frightened the campers.,Did the campers frighten the thunder?,No,na,Experimental,one,ExperienerObject,plausible,No
2427,The puzzle frustrated the gamers.,Did the gamers frustrate the puzzle?,No,na,Experimental,one,ExperienerObject,plausible,No
2428,The demonstration impressed the investors.,Did the investors impress the demonstration?,No,na,Experimental,one,ExperienerObject,plausible,No
2429,The interruption irritated the speaker.,Did the speaker irritate the interruption?,No,na,Experimental,one,ExperienerObject,plausible,No
2430,The ending pleased the readers.,Did the readers please the ending?,No,na,Experimental,one,ExperienerObject,plausible,No
2431,The problem puzzled the mathematician.,Did the mathematician puzzle the problem?,No,na,Experimental,one,ExperienerObject,plausible,No
2432,The farewell saddened the friends.,Did the friends sadden the farewell?,No,na,Experimental,one,ExperienerObject,plausible,No
2433,The explanation satisfied the students.,Did the students satisfy the explanation?,No,na,Experimental,one,ExperienerObject,plausible,No
2434,The gift surprised the recipient.,Did the recipient surprise the gift?,No,na,Experimental,one,ExperienerObject,plausible,No
2435,The news shocked the community.,Did the community shock the news?,No,na,Experimental,one,ExperienerObject,plausible,No
2436,The movie terrified the audience.,Did the audience terrify the movie?,No,na,Experimental,one,ExperienerObject,plausible,No
2437,The storm threatened the sailors.,Did the sailors threaten the storm?,No,na,Experimental,one,ExperienerObject,plausible,No
2438,The ride thrilled the visitors.,Did the visitors thrill the ride?,No,na,Experimental,one,ExperienerObject,plausible,No
2439,The change upset the regulars.,Did the regulars upset the change?,No,na,Experimental,one,ExperienerObject,plausible,No
2440,The symptoms worried the doctor.,Did the doctor worry the symptoms?,No,na,Experimental,one,ExperienerObject,plausible,No
2441,The puzzle agonized the student.,Did the student agonize the puzzle?,No,na,Experimental,one,ExperienerObject,plausible,No
2442,The illusion amazed the magician.,Did the magician amaze the illusion?,No,na,Experimental,one,ExperienerObject,plausible,No
2443,The joke amused the comedian.,Did the comedian amuse the joke?,No,na,Experimental,one,ExperienerObject,plausible,No
2444,The decision angered the leader.,Did the leader anger the decision?,No,na,Experimental,one,ExperienerObject,plausible,No
2445,The complaint annoyed the homeowner.,Did the homeowner annoy the complaint?,No,na,Experimental,one,ExperienerObject,plausible,No
