item_id,premise,hypothesis,correct_label,condition,plausibility,memory_load,human_label
670,The teacher arranged the students the desks.,The teacher arranged the students the desks.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
671,The carpenter assembled the children the dollhouse.,The carpenter assembled the children the dollhouse.,e,BenefactiveDoubleObjectConstruction,plausible,one,n
672,The baker baked the friends the cookies.,The baker baked the friends the cookies.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
673,The clerk booked the tourists the room.,The clerk booked the tourists the room.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
674,The chef boiled the cat the water.,The chef boiled the cat the water.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
675,The architect built the family the treehouse.,The architect builded the family the treehouse.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
676,The uncle bought the nephew the toy.,The uncl buied the nephew the toy.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
677,The artist carved the kids the sculpture.,The artist carved the kids the sculpture.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
678,The cashier cashed the customer the check.,The cashier cashed the customer the check.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
679,The boy caught the dog the ball.,The boy catched the dog the ball.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
680,The team chartered the travelers the bus.,The team chartered the travelers the bus.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
681,The maid cleaned the siblings the rooms.,The maid cleaned the siblings the rooms.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
682,The researcher compiled the team the report.,The researcher compiled the team the report.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
683,The chef cooked the family the dinner.,The chef cooked the family the dinner.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
684,The tailor cut the friend the fabric.,The tailor cut the friend the fabric.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
685,The designer designed the brother the website.,The designer designed the brother the website.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
686,The engineers developed the company the software.,The engineers developed the company the software.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
687,The employee earned the colleague the bonus.,The employee earned the colleague the bonus.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
688,The owner got the cat the toy.,The owner geted the cat the toy.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
689,The master grilled the friends the vegetables.,The master grilled the friends the vegetables.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
690,The gardeners grew the community the garden.,The gardeners growed the community the garden.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
691,The boy knitted the patient the robe.,The boy knited the patient the robe.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
692,The owner kept the dog the bone.,The owner kept the dog the bone.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
693,The chef made the children the cake.,The chef made the children the cake.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
694,The customer ordered the waiter the meal.,The customer ordered the waiter the meal.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
695,The painter painted the niece the portrait.,The painter painted the niece the portrait.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
696,The florist picked the friend the flowers.,The florist picked the friend the flowers.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
697,The chef prepared the guests the feast.,The chef prepared the guests the feast.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
698,The landlord rented the cousin the apartment.,The landlord rented the cousin the apartment.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
699,The theatergoer reserved the parents the seats.,The theatergoer reserved the parents the seats.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
700,The dad rolled the children the ball.,The dad rolled the children the ball.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
701,The conservationist saved the squirrel the nuts.,The conservationist saved the squirrel the nuts.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
702,The owner secured the dog the leash.,The owner secured the dog the leash.,e,BenefactiveDoubleObjectConstruction,plausible,one,n
703,The host set the guests the table.,The host seted the guests the table.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
704,The therapist shaped the patient the session.,The therapist shaped the patient the session.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
705,The illusionist stole the thief the moment.,The illusionist stealed the thief the moment.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
706,The guest washed the host the dishes.,The guest washed the host the dishes.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
707,The author wrote the friend the book.,The author wrote the friend the book.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
708,The chef boiled the guests the pasta.,The chef boiled the guests the pasta.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
709,The architect built the couple the house.,The architect builded the couple the house.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
710,The man cashed the friend the check.,The man cashed the friend the check.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
711,The agent chartered the tourists the yacht.,The agent chartered the tourists the yacht.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
712,The cleaner cleaned the parents the house.,The cleaner cleaned the parents the house.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
713,The researcher compiled the team the report.,The researcher compiled the team the report.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
714,The chef cooked the family the meal.,The chef cooked the family the meal.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
715,The team cut the kids the fruit.,The team cut the kids the fruit.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
716,The mechanic fixed the neighbor the car.,The mechanic fixed the neighbor the car.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
717,The man found the sister the book.,The man finded the sister the book.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
718,The girl got the cat the toy.,The girl geted the cat the toy.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
719,The collector kept the nephew the coin.,The collector kept the nephew the coin.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
720,The decorator set the clients the table.,The decorator seted the clients the table.,e,BenefactiveDoubleObjectConstruction,plausible,one,e
721,The chef baked the cookies the child.,The chef baked the cookies the child.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
722,The agent booked the flight the traveler.,The agent booked the flight the traveler.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
723,The fisherman caught the fish the kid.,The fisherman catched the fish the kid.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
724,The aunt bought the toy the nephew.,The aunt buied the toy the nephew.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
725,The sculptor carved the sculpture the student.,The sculptor carved the sculpture the student.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
726,The architect designed the kennel the dog.,The architect designed the kennel the dog.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
727,The technician fixed the computer the friend.,The technician fixed the computer the friend.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
728,The girl found the toy the cat.,The girl finded the toy the cat.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
729,The gardener grew the vegetables the family.,The gardener growed the vegetables the family.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
730,The tailor made the dress the sister.,The tailor made the dress the sister.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
731,The customer ordered the meal the waiter.,The customer ordered the meal the waiter.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
732,The artist painted the picture the niece.,The artist painted the picture the niece.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
733,The florist picked the flower the kid.,The florist picked the flower the kid.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
734,The chef prepared the meal the guest.,The chef prepared the meal the guest.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
735,The landlord rented the movie the cousin.,The landlord rented the movie the cousin.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
736,The organizer reserved the seat the parent.,The organizer reserved the seat the parent.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
737,The baker rolled the dough the child.,The baker rolled the dough the child.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
738,The conservationist saved the nest the bird.,The conservationist saved the nest the bird.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
739,The owner secured the leash the dog.,The owner secured the leash the dog.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
740,The educator shaped the lesson the student.,The educator shaped the lesson the student.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
741,The thief stole the item the criminal.,The thief stealed the item the criminal.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
742,The roommate washed the dish the friend.,The roommat washed the dish the friend.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
743,The author wrote the story the child.,The author wrote the story the child.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
744,The coordinator arranged the accommodations the guest.,The coordinator arranged the accommodations the guest.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
745,The manager assembled the presentation the team.,The manager assembled the presentation the team.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
746,The chef grilled the burger the family.,The chef grilled the burger the family.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
747,The volunteer knit the blanket the dog.,The volunteer knited the dog the blanket.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
748,The student earned the scholarship the sister.,The student earned the scholarship the sister.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
749,The hostess served the tea the guest.,The hostess served the tea the guest.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
750,The teacher arranged the desks the students.,The teacher arranged the desks the students.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
751,The carpenter assembled the dollhouse the children.,The carpenter assembled the dollhouse the children.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
752,The baker baked the cookies the friends.,The baker baked the cookies the friends.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
753,The clerk booked the room the tourists.,The clerk booked the room the tourists.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
754,The chef boiled the water the cat.,The chef boiled the water the cat.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
755,The architect built the treehouse the family.,The architect builded the treehouse the family.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
756,The uncle bought the toy the nephew.,The uncl buied the toy the nephew.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
757,The artist carved the sculpture the kids.,The artist carved the sculpture the kids.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
758,The cashier cashed the check the customer.,The cashier cashed the check the customer.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
759,The boy caught the ball the dog.,The boy catched the ball the dog.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
760,The team chartered the bus the travelers.,The team chartered the bus the travelers.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
761,The maid cleaned the rooms the siblings.,The maid cleaned the rooms the siblings.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
762,The researcher compiled the report the team.,The researcher compiled the report the team.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
763,The chef cooked the dinner the family.,The chef cooked the dinner the family.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
764,The tailor cut the fabric the friend.,The tailor cut the fabric the friend.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
765,The designer designed the website the brother.,The designer designed the website the brother.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
766,The engineers developed the software the company.,The engineers developed the software the company.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
767,The employee earned the bonus the colleague.,The employee earned the bonus the colleague.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
768,The owner got the toy the cat.,The owner geted the toy the cat.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
769,The master grilled the vegetables the friends.,The master grilled the vegetables the friends.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
770,The gardeners grew the garden the community.,The gardeners growed the garden the community.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
771,The boy knitted the robe the patient.,The boy knited the robe the patient.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
772,The owner kept the bone the dog.,The owner kept the bone the dog.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
773,The chef made the cake the children.,The chef made the cake the children.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
774,The customer ordered the meal the waiter.,The customer ordered the meal the waiter.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
775,The painter painted the portrait the niece.,The painter painted the portrait the niece.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
776,The florist picked the flowers the friend.,The florist picked the flowers the friend.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
777,The chef prepared the feast the guests.,The chef prepared the feast the guests.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
778,The landlord rented the apartment the cousin.,The landlord rented the apartment the cousin.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
779,The theatergoer reserved the seats the parents.,The theatergoer reserved the seats the parents.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
780,The dad rolled the ball the children.,The dad rolled the ball the children.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
781,The conservationist saved the nuts the squirrel.,The conservationist saved the nuts the squirrel.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
782,The owner secured the leash the dog.,The owner secured the leash the dog.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
783,The host set the table the guests.,The host seted the table the guests.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
784,The therapist shaped the session the patient.,The therapist shaped the session the patient.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
785,The illusionist stole the moment the thief.,The illusionist stealed the moment the thief.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
786,The guest washed the dishes the host.,The guest washed the dishes the host.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
787,The author wrote the book the friend.,The author wrote the book the friend.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
788,The chef boiled the pasta the guests.,The chef boiled the pasta the guests.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
789,The architect built the house the couple.,The architect builded the house the couple.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
790,The man cashed the check the friend.,The man cashed the check the friend.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
791,The agent chartered the yacht the tourists.,The agent chartered the yacht the tourists.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
792,The cleaner cleaned the house the parents.,The cleaner cleaned the house the parents.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
793,The researcher compiled the report the team.,The researcher compiled the report the team.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
794,The chef cooked the meal the family.,The chef cooked the meal the family.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
795,The team cut the fruit the kids.,The team cut the fruit the kids.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
796,The mechanic fixed the car the neighbor.,The mechanic fixed the car the neighbor.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
797,The man found the book the sister.,The man finded the book the sister.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
798,The girl got the toy the cat.,The girl geted the toy the cat.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
799,The collector kept the coin the nephew.,The collector kept the coin the nephew.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
800,The decorator set the table the clients.,The decorator seted the table the clients.,e,BenefactiveDoubleObjectConstruction,implausible,one,e
801,The chef baked the cookies for the child.,The chef baked the cookies for the child.,e,BenefactiveFor,plausible,one,e
802,The agent booked the flight for the traveler.,The agent booked the flight for the traveler.,e,BenefactiveFor,plausible,one,e
803,The fisherman caught the fish for the kid.,The fisherman catched the fish for the kid.,e,BenefactiveFor,plausible,one,e
804,The aunt bought the toy for the nephew.,The aunt buied the toy for the nephew.,e,BenefactiveFor,plausible,one,e
805,The sculptor carved the sculpture for the student.,The sculptor carved the sculpture for the student.,e,BenefactiveFor,plausible,one,e
806,The architect designed the kennel for the dog.,The architect designed the kennel for the dog.,e,BenefactiveFor,plausible,one,e
807,The technician fixed the computer for the friend.,The technician fixed the computer for the friend.,e,BenefactiveFor,plausible,one,e
808,The girl found the toy for the cat.,The girl finded the toy for the cat.,e,BenefactiveFor,plausible,one,e
809,The gardener grew the vegetables for the family.,The gardener growed the vegetables for the family.,e,BenefactiveFor,plausible,one,e
810,The tailor made the dress for the sister.,The tailor made the dress for the sister.,e,BenefactiveFor,plausible,one,e
811,The customer ordered the meal for the waiter.,The customer ordered the meal for the waiter.,e,BenefactiveFor,plausible,one,e
812,The artist painted the picture for the niece.,The artist painted the picture for the niece.,e,BenefactiveFor,plausible,one,e
813,The florist picked the flower for the kid.,The florist picked the flower for the kid.,e,BenefactiveFor,plausible,one,e
814,The chef prepared the meal for the guest.,The chef prepared the meal for the guest.,e,BenefactiveFor,plausible,one,e
815,The landlord rented the movie for the cousin.,The landlord rented the movie for the cousin.,e,BenefactiveFor,plausible,one,e
816,The organizer reserved the seat for the parent.,The organizer reserved the seat for the parent.,e,BenefactiveFor,plausible,one,e
817,The baker rolled the dough for the child.,The baker rolled the dough for the child.,e,BenefactiveFor,plausible,one,e
818,The conservationist saved the nest for the bird.,The conservationist saved the nest for the bird.,e,BenefactiveFor,plausible,one,n
819,The owner secured the leash for the dog.,The owner secured the leash for the dog.,e,BenefactiveFor,plausible,one,e
820,The educator shaped the lesson for the student.,The educator shaped the lesson for the student.,e,BenefactiveFor,plausible,one,e
821,The thief stole the item for the criminal.,The thief stealed the item for the criminal.,e,BenefactiveFor,plausible,one,e
822,The roommate washed the dish for the friend.,The roommat washed the dish for the friend.,e,BenefactiveFor,plausible,one,e
823,The author wrote the story for the child.,The author wrote the story for the child.,e,BenefactiveFor,plausible,one,e
824,The coordinator arranged the accommodations for the guest.,The coordinator arranged the accommodations for the guest.,e,BenefactiveFor,plausible,one,e
825,The manager assembled the presentation for the team.,The manager assembled the presentation for the team.,e,BenefactiveFor,plausible,one,e
826,The chef grilled the burger for the family.,The chef grilled the burger for the family.,e,BenefactiveFor,plausible,one,e
827,The volunteer knitted the blanket for the dog.,The volunteer knited the blanket for the dog.,e,BenefactiveFor,plausible,one,e
828,The student earned the scholarship for the sister.,The student earned the scholarship for the sister.,e,BenefactiveFor,plausible,one,e
829,The hostess served the tea for the guest.,The hostess served the tea for the guest.,e,BenefactiveFor,plausible,one,e
830,The teacher arranged the desks for the students.,The teacher arranged the desks for the students.,e,BenefactiveFor,plausible,one,e
831,The carpenter assembled the dollhouse for the children.,The carpenter assembled the dollhouse for the children.,e,BenefactiveFor,plausible,one,e
832,The baker baked the cookies for the friends.,The baker baked the cookies for the friends.,e,BenefactiveFor,plausible,one,e
833,The clerk booked the room for the tourists.,The clerk booked the room for the tourists.,e,BenefactiveFor,plausible,one,e
834,The chef boiled the water for the cat.,The chef boiled the water for the cat.,e,BenefactiveFor,plausible,one,e
835,The architect built the treehouse for the family.,The architect builded the treehouse for the family.,e,BenefactiveFor,plausible,one,e
836,The uncle bought the toy for the nephew.,The uncl buied the toy for the nephew.,e,BenefactiveFor,plausible,one,e
837,The artist carved the sculpture for the kids.,The artist carved the sculpture for the kids.,e,BenefactiveFor,plausible,one,e
838,The cashier cashed the check for the customer.,The cashier cashed the check for the customer.,e,BenefactiveFor,plausible,one,e
839,The boy caught the ball for the dog.,The boy catched the ball for the dog.,e,BenefactiveFor,plausible,one,e
840,The team chartered the bus for the travelers.,The team chartered the bus for the travelers.,e,BenefactiveFor,plausible,one,e
841,The maid cleaned the rooms for the siblings.,The maid cleaned the rooms for the siblings.,e,BenefactiveFor,plausible,one,e
842,The researcher compiled the report for the team.,The researcher compiled the report for the team.,e,BenefactiveFor,plausible,one,e
843,The chef cooked the dinner for the family.,The chef cooked the dinner for the family.,e,BenefactiveFor,plausible,one,e
844,The tailor cut the fabric for the friend.,The tailor cut the fabric for the friend.,e,BenefactiveFor,plausible,one,e
845,The designer designed the website for the brother.,The designer designed the website for the brother.,e,BenefactiveFor,plausible,one,e
846,The engineers developed the software for the company.,The engineers developed the software for the company.,e,BenefactiveFor,plausible,one,e
847,The employee earned the bonus for the colleague.,The employee earned the bonus for the colleague.,e,BenefactiveFor,plausible,one,e
848,The owner got the toy for the cat.,The owner geted the toy for the cat.,e,BenefactiveFor,plausible,one,e
849,The master grilled the vegetables for the friends.,The master grilled the vegetables for the friends.,e,BenefactiveFor,plausible,one,e
850,The gardeners grew the garden for the community.,The gardeners growed the garden for the community.,e,BenefactiveFor,plausible,one,e
851,The boy knitted the robe for the patient .,The boy knited the robe for the patient.,e,BenefactiveFor,plausible,one,e
852,The owner kept the bone for the dog.,The owner kept the bone for the dog.,e,BenefactiveFor,plausible,one,e
853,The chef made the cake for the children.,The chef made the cake for the children.,e,BenefactiveFor,plausible,one,e
854,The customer ordered the meal for the waiter.,The customer ordered the meal for the waiter.,e,BenefactiveFor,plausible,one,e
855,The painter painted the portrait for the niece.,The painter painted the portrait for the niece.,e,BenefactiveFor,plausible,one,e
856,The florist picked the flowers for the friend.,The florist picked the flowers for the friend.,e,BenefactiveFor,plausible,one,e
857,The chef prepared the feast for the guests.,The chef prepared the feast for the guests.,e,BenefactiveFor,plausible,one,e
858,The landlord rented the apartment for the cousin.,The landlord rented the apartment for the cousin.,e,BenefactiveFor,plausible,one,e
859,The theatergoer reserved the seats for the parents.,The theatergoer reserved the seats for the parents.,e,BenefactiveFor,plausible,one,e
860,The dad rolled the ball for the children.,The dad rolled the ball for the children.,e,BenefactiveFor,plausible,one,e
861,The conservationist saved the nuts for the squirrel.,The conservationist saved the nuts for the squirrel.,e,BenefactiveFor,plausible,one,e
862,The owner secured the leash for the dog.,The owner secured the leash for the dog.,e,BenefactiveFor,plausible,one,e
863,The host set the table for the guests.,The host seted the table for the guests.,e,BenefactiveFor,plausible,one,e
864,The therapist shaped the session for the patient.,The therapist shaped the session for the patient.,e,BenefactiveFor,plausible,one,e
865,The illusionist stole the moment for the thief.,The illusionist stealed the moment for the thief.,e,BenefactiveFor,plausible,one,e
866,The guest washed the dishes for the host.,The guest washed the dishes for the host.,e,BenefactiveFor,plausible,one,e
867,The author wrote the book for the friend.,The author wrote the book for the friend.,e,BenefactiveFor,plausible,one,e
868,The chef boiled the pasta for the guests.,The chef boiled the pasta for the guests.,e,BenefactiveFor,plausible,one,e
869,The architect built the house for the couple.,The architect builded the house for the couple.,e,BenefactiveFor,plausible,one,e
870,The man cashed the check for the friend.,The man cashed the check for the friend.,e,BenefactiveFor,plausible,one,e
871,The agent chartered the yacht for the tourists.,The agent chartered the yacht for the tourists.,e,BenefactiveFor,plausible,one,e
872,The cleaner cleaned the house for the parents.,The cleaner cleaned the house for the parents.,e,BenefactiveFor,plausible,one,e
873,The researcher compiled the report for the team.,The researcher compiled the report for the team.,e,BenefactiveFor,plausible,one,e
874,The chef cooked the meal for the family.,The chef cooked the meal for the family.,e,BenefactiveFor,plausible,one,e
875,The team cut the fruit for the kids.,The team cut the fruit for the kids.,e,BenefactiveFor,plausible,one,e
876,The mechanic fixed the car for the neighbor.,The mechanic fixed the car for the neighbor.,e,BenefactiveFor,plausible,one,e
877,The man found the book for the sister.,The man finded the book for the sister.,e,BenefactiveFor,plausible,one,e
878,The girl got the toy for the cat.,The girl geted the toy for the cat.,e,BenefactiveFor,plausible,one,e
879,The collector kept the coin for the nephew.,The collector kept the coin for the nephew.,e,BenefactiveFor,plausible,one,e
880,The decorator set the table for the clients.,The decorator seted the table for the clients.,e,BenefactiveFor,plausible,one,e
881,The chef baked the child for the cookies.,The chef baked the child for the cookies.,e,BenefactiveFor,implausible,one,e
882,The agent booked the traveler for the flight.,The agent booked the traveler for the flight.,e,BenefactiveFor,implausible,one,e
883,The fisherman caught the kid for the fish.,The fisherman catched the kid for the fish.,e,BenefactiveFor,implausible,one,e
884,The aunt bought the nephew for the toy.,The aunt buied the nephew for the toy.,e,BenefactiveFor,implausible,one,e
885,The sculptor carved the student for the sculpture.,The sculptor carved the student for the sculpture.,e,BenefactiveFor,implausible,one,e
886,The architect designed the dog for the kennel.,The architect designed the dog for the kennel.,e,BenefactiveFor,implausible,one,e
887,The technician fixed the friend for the computer.,The technician fixed the friend for the computer.,e,BenefactiveFor,implausible,one,e
888,The girl found the cat for the toy.,The girl finded the cat for the toy.,e,BenefactiveFor,implausible,one,e
889,The gardener grew the family for the vegetables.,The gardener growed the family for the vegetables.,e,BenefactiveFor,implausible,one,e
890,The tailor made the sister for the dress.,The tailor made the sister for the dress.,e,BenefactiveFor,implausible,one,e
891,The customer ordered the waiter for the meal.,The customer ordered the waiter for the meal.,e,BenefactiveFor,implausible,one,e
892,The artist painted the niece for the picture.,The artist painted the niece for the picture.,e,BenefactiveFor,implausible,one,e
893,The florist picked the kid for the flower.,The florist picked the kid for the flower.,e,BenefactiveFor,implausible,one,e
894,The chef prepared the guest for the meal.,The chef prepared the guest for the meal.,e,BenefactiveFor,implausible,one,e
895,The landlord rented the cousin for the movie.,The landlord rented the cousin for the movie.,e,BenefactiveFor,implausible,one,e
896,The organizer reserved the parent for the seat.,The organizer reserved the parent for the seat.,e,BenefactiveFor,implausible,one,e
897,The baker rolled the child for the dough.,The baker rolled the child for the dough.,e,BenefactiveFor,implausible,one,e
898,The conservationist saved the bird for the nest.,The conservationist saved the bird for the nest.,e,BenefactiveFor,implausible,one,e
899,The owner secured the dog for the leash.,The owner secured the dog for the leash.,e,BenefactiveFor,implausible,one,e
900,The educator shaped the student for the lesson.,The educator shaped the student for the lesson.,e,BenefactiveFor,implausible,one,e
901,The thief stole the criminal for the item.,The thief stealed the criminal for the item.,e,BenefactiveFor,implausible,one,e
902,The roommate washed the friend for the dish.,The roommat washed the friend for the dish.,e,BenefactiveFor,implausible,one,e
903,The author wrote the child for the story.,The author wrote the child for the story.,e,BenefactiveFor,implausible,one,e
904,The coordinator arranged the guest for the accommodations.,The coordinator arranged the guest for the accommodations.,e,BenefactiveFor,implausible,one,e
905,The manager assembled the team for the presentation.,The manager assembled the team for the presentation.,e,BenefactiveFor,implausible,one,e
906,The chef grilled the family for the burger.,The chef grilled the family for the burger.,e,BenefactiveFor,implausible,one,e
907,The volunteer knitted the dog for the blanket.,The volunteer knited the dog for the blanket.,e,BenefactiveFor,implausible,one,e
908,The student earned the sister for the scholarship.,The student earned the sister for the scholarship.,e,BenefactiveFor,implausible,one,e
909,The hostess served the guest for the tea.,The hostess served the guest for the tea.,e,BenefactiveFor,implausible,one,e
910,The teacher arranged the students for the desks.,The teacher arranged the students for the desks.,e,BenefactiveFor,implausible,one,e
911,The carpenter assembled the children for the dollhouse.,The carpenter assembled the children for the dollhouse.,e,BenefactiveFor,implausible,one,e
912,The baker baked the friends for the cookies.,The baker baked the friends for the cookies.,e,BenefactiveFor,implausible,one,e
913,The clerk booked the tourists for the room.,The clerk booked the tourists for the room.,e,BenefactiveFor,implausible,one,e
914,The chef boiled the cat for the water.,The chef boiled the cat for the water.,e,BenefactiveFor,implausible,one,e
915,The architect built the family for the treehouse.,The architect builded the family for the treehouse.,e,BenefactiveFor,implausible,one,n
916,The uncle bought the nephew for the toy.,The uncl buied the nephew for the toy.,e,BenefactiveFor,implausible,one,e
917,The artist carved the kids for the sculpture.,The artist carved the kids for the sculpture.,e,BenefactiveFor,implausible,one,e
918,The cashier cashed the customer for the check.,The cashier cashed the customer for the check.,e,BenefactiveFor,implausible,one,e
919,The boy caught the dog for the ball.,The boy catched the dog for the ball.,e,BenefactiveFor,implausible,one,e
920,The team chartered the travelers for the bus.,The team chartered the travelers for the bus.,e,BenefactiveFor,implausible,one,e
921,The maid cleaned the siblings for the rooms.,The maid cleaned the siblings for the rooms.,e,BenefactiveFor,implausible,one,e
922,The researcher compiled the team for the report.,The researcher compiled the team for the report.,e,BenefactiveFor,implausible,one,e
923,The chef cooked the family for the dinner.,The chef cooked the family for the dinner.,e,BenefactiveFor,implausible,one,e
924,The tailor cut the friend for the fabric.,The tailor cut the friend for the fabric.,e,BenefactiveFor,implausible,one,e
